Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNMENT   781264","USNMENT00781264","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa fluminensis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:39:00","http://n2t.net/ark:/65665/307f152b2-fc37-404c-a78f-9bc3293c53f1"
"USNMENT   781266","USNMENT00781266","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa godartiana","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:39:00","http://n2t.net/ark:/65665/388088c1b-6f0e-4e84-b36e-c61e347769ff"
"USNMENT   781265","USNMENT00781265","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa godartiana","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:39:00","http://n2t.net/ark:/65665/367039ebb-3f19-4c98-a9f5-41d2832aade6"
"USNMENT   781268","USNMENT00781268","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa orbis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:39:00","http://n2t.net/ark:/65665/3e9ca99d5-983f-471c-9339-ba1578f5e892"
"USNMENT   781267","USNMENT00781267","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa orbis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:40:00","http://n2t.net/ark:/65665/31080e4dc-6c5f-4170-a91f-dccaf2bb386c"
"USNMENT   781269","USNMENT00781269","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa schausi","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:40:00","http://n2t.net/ark:/65665/3c18a6dc2-df6a-449f-936a-44e5a690dc5a"
"USNMENT   781078","USNMENT00781078","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa statira","","American Museum Novitates. 454: 10.","Aphrissa statira neleis f. poeyae Brown, 1931","1 Adult Female","Pinned","","","Cuba","[Not Stated]","","[Not Stated]","","","","","[Not Stated]","",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.. Reviewed, Aug 2012, revised by Gerardo Lamas.","","","","","","","","22 Apr 2013 14:39:00","http://n2t.net/ark:/65665/36b26a001-7973-4e7b-8d2e-fb3ef5a5ab9f"
"USNMENT   781271","USNMENT00781271","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa statira","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3f26de19a-c2fe-4fa4-a04d-0e873389457d"
"USNMENT   781270","USNMENT00781270","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aphrissa statira","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/37a1a1290-ed11-40b9-b461-10d79fcb7711"
"USNMENT   804037","USNMENT00804037","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia acraea","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/30edb9740-88a4-48fe-8909-22a3b70220b0"
"USNMENT   804043","USNMENT00804043","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia agathon","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/330aa0a19-e169-4ffc-bb1a-65f14e4dbefd"
"USNMENT   804042","USNMENT00804042","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia agathon","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3f3cd8636-a048-4c1c-825d-a4596f199d63"
"USNMENT   804017","USNMENT00804017","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia bieti","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:40:00","http://n2t.net/ark:/65665/33b03589f-0b1a-4b23-921a-8857dc50cffc"
"USNMENT   804016","USNMENT00804016","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia bieti","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:40:00","http://n2t.net/ark:/65665/3b5558baf-c6a0-43ce-9e6a-39d5390c4b8d"
"USNMENT   804015","USNMENT00804015","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia crategi","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/32ab37a62-2dd1-4676-9c06-2e946964fd86"
"USNMENT   804014","USNMENT00804014","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia crategi","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3c8ea4150-e50b-42dc-a4eb-d491dafdc610"
"USNMENT   804034","USNMENT00804034","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia delavayi","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/353f53a04-f1dd-4015-95e1-e331ea43ac05"
"USNMENT   804029","USNMENT00804029","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia genestieri","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/306340466-71e5-4cae-8062-7010eb8e5205"
"USNMENT   804030","USNMENT00804030","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia genestieri","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3e12e6669-788a-45b1-b7b8-bb8fb11a8371"
"USNMENT   804033","USNMENT00804033","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia goutellei","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3658b363c-b9b5-4992-98c4-2070981f2f2e"
"USNMENT   804018","USNMENT00804018","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia hippia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:42:00","http://n2t.net/ark:/65665/3ba53f3cd-27b0-449e-b2d6-74aad5b9e842"
"USNMENT   804019","USNMENT00804019","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia hippia","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:43:00","http://n2t.net/ark:/65665/3333cbb3f-ed7a-433f-81ae-9bb3de1f1d7c"
"USNMENT   804038","USNMENT00804038","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia largeteaui","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:43:00","http://n2t.net/ark:/65665/371750239-6573-4b6a-8358-cebc9e7b30fe"
"USNMENT   804039","USNMENT00804039","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia largeteaui","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:43:00","http://n2t.net/ark:/65665/31ba6fd93-92ef-4a1b-9434-452e21f8e0f8"
"USNMENT   804035","USNMENT00804035","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia larraldei","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:43:00","http://n2t.net/ark:/65665/347b59b8b-202e-4224-a5bc-c027fa8470c8"
"USNMENT   804036","USNMENT00804036","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia larraldei","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:43:00","http://n2t.net/ark:/65665/3d0b562b0-37bb-46d8-acd5-c84f8b64ab36"
"USNMENT   804022","USNMENT00804022","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia leucodice","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3fdea9350-5aff-4368-8b39-218b13e8591f"
"USNMENT   804023","USNMENT00804023","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia leucodice","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/309407c4f-a85b-42d0-bf7d-a0e16f6e137b"
"USNMENT   804031","USNMENT00804031","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia lhamo","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:43:00","http://n2t.net/ark:/65665/32dba96f7-8af2-492b-89de-f4f7a07b0b79"
"USNMENT   804027","USNMENT00804027","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia martineti","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/388769d7c-be1c-4a8e-9e3f-2b7b99740d35"
"USNMENT   804026","USNMENT00804026","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia martineti","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:44:00","http://n2t.net/ark:/65665/3e04f7d7c-8dbd-49d7-a565-d42b0f4f9971"
"USNMENT   804032","USNMENT00804032","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia nabellica","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/325f26ff3-a8d8-445e-a682-0f91bd0efa06"
"USNMENT   804040","USNMENT00804040","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia oberthuri","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3713ee8ef-a94b-4e81-baba-729bf3f94873"
"USNMENT   804041","USNMENT00804041","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia oberthuri","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/37113443b-e32c-4340-9a13-f6b126761ce8"
"USNMENT   804045","USNMENT00804045","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia peloria","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3138e79b5-2073-4b0a-b5f3-a7a2cc710ce2"
"USNMENT   804044","USNMENT00804044","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia peloria","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/394d99b33-1128-470c-a975-ae2dd94e24de"
"USNMENT   804028","USNMENT00804028","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia potanini","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3ac7e4f6a-7854-4d5c-b8bd-e793d6b80676"
"USNMENT   804020","USNMENT00804020","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia procis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/35a90e720-b7c3-4859-8204-404ea043a975"
"USNMENT   804021","USNMENT00804021","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia procis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3c4569ff3-c7c7-4172-938a-b4b5e72e7d48"
"USNMENT   804025","USNMENT00804025","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia soracta","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3d69b4b42-59f0-4da1-8a92-56e53710d001"
"USNMENT   804024","USNMENT00804024","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Aporia soracta","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/39fbe4b2d-8105-4114-b261-81c9e4f46f87"
"USNMENT   781703","USNMENT00781703","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias ada","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/32d68142c-0ae2-4e31-aac6-cf8f1208ffba"
"USNMENT   781704","USNMENT00781704","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias ada","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:44:00","http://n2t.net/ark:/65665/356cf5169-1269-4088-8a3c-80c8d09bd1b4"
"USNMENT   781706","USNMENT00781706","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias aegis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/39c4589de-0cb4-467e-a2dc-ac681b9af67b"
"USNMENT   781705","USNMENT00781705","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias aegis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/39c19279e-a297-4bdd-b3c1-45cd17bc724f"
"USNMENT   781708","USNMENT00781708","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias albina","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:44:00","http://n2t.net/ark:/65665/3760c7333-4f18-4cfd-93fb-9c76396991d9"
"USNMENT   781707","USNMENT00781707","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias albina","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3314e0bf4-1a88-4bea-bd26-6de1d99da1fb"
"USNMENT   781709","USNMENT00781709","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias cardena","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/31b1f9e09-373b-4606-b944-bf0253f7c4e2"
"USNMENT   781711","USNMENT00781711","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias celestina","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/352a9c2a2-c085-426c-a0d2-0f635ff79350"
"USNMENT   781710","USNMENT00781710","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias celestina","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:45:00","http://n2t.net/ark:/65665/39efddf9f-7d47-410f-a844-ed1a3bd13ab2"
"USNMENT   781713","USNMENT00781713","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias drusilla","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:45:00","http://n2t.net/ark:/65665/3c9f10f02-2e93-4d93-a59d-632aef23ea9d"
"USNMENT   781712","USNMENT00781712","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias drusilla","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/302298933-5e43-40c6-9e61-e96ff34ba4b5"
"USNMENT   781714","USNMENT00781714","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias epaphia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3633f6e7b-bd26-4235-ba25-1ce29cde6c1e"
"USNMENT   781715","USNMENT00781715","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias epaphia","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/31e314df4-2a8e-4cf9-819d-915ba1351196"
"USNMENT   781717","USNMENT00781717","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias hombroni","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:45:00","http://n2t.net/ark:/65665/334f6c573-a377-41ff-b3c9-77497d5e208a"
"USNMENT   781716","USNMENT00781716","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias hombroni","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:46:00","http://n2t.net/ark:/65665/37607e52d-17ca-40f4-90ec-160d5f30ab92"
"USNMENT   781719","USNMENT00781719","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias indra","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3bb4acce2-51c4-4bda-95dc-9e8157ec963d"
"USNMENT   781718","USNMENT00781718","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias indra","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/34765cd92-385e-4537-9e83-64aad4c047ad"
"USNMENT   781721","USNMENT00781721","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias ithome","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/31cd73c73-a21e-4af0-906a-d71d7f1f1a2b"
"USNMENT   781720","USNMENT00781720","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias ithome","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3338b6588-94ed-4bb1-aa8e-1792d2c199d5"
"USNMENT   781723","USNMENT00781723","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias lalage","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/37180a779-1382-4ec8-a03a-7d7e13c8b2d2"
"USNMENT   781722","USNMENT00781722","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias lalage","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3b9a85ddf-3872-4f7f-b248-0a62ba4b68df"
"USNMENT   781724","USNMENT00781724","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias lalassis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/32108b4d4-9f87-42a9-9c61-b8784553cd2c"
"USNMENT   781725","USNMENT00781725","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias lasti","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3ad97cb63-4cdc-4ce4-8d42-827706020900"
"USNMENT   781726","USNMENT00781726","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias lasti","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:46:00","http://n2t.net/ark:/65665/37cb3ab53-0588-4c8d-b34f-39f6f2a0644e"
"USNMENT   781728","USNMENT00781728","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias libythea","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/304f86d65-51f6-4fa8-b2a4-901c05cf7920"
"USNMENT   781727","USNMENT00781727","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias libythea","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:46:00","http://n2t.net/ark:/65665/3802a7678-1e9f-4042-8a67-9ae562bf41f2"
"USNMENT   781730","USNMENT00781730","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias lyncida","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:47:00","http://n2t.net/ark:/65665/33ba6e328-4141-4a82-be0d-e2634f24c575"
"USNMENT   781729","USNMENT00781729","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias lyncida","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/39dd49e3a-95c5-4387-8343-a0aa99ed0e13"
"USNMENT   781731","USNMENT00781731","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias maria","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:47:00","http://n2t.net/ark:/65665/3f230781a-aeb8-4944-ab80-0fc47abd3c3c"
"USNMENT   781732","USNMENT00781732","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias maria","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/326ace6d9-f98f-4328-95ac-79c75f80c087"
"USNMENT   781733","USNMENT00781733","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias melania","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3e39e782e-8e11-4650-8a5f-13868490c5fb"
"USNMENT   781734","USNMENT00781734","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias melania","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/398c15137-909b-40c9-8ae9-e467e42f48d9"
"USNMENT   781735","USNMENT00781735","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias nephele","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3a10206c6-bd23-4ae4-872e-f7cf0d30844f"
"USNMENT   781736","USNMENT00781736","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias nephele","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/363723ea9-fe3f-4454-89ff-66aeed8a83ef"
"USNMENT   781737","USNMENT00781737","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias nero","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:47:00","http://n2t.net/ark:/65665/3e413b220-58e6-4a33-902d-3e116b44bb13"
"USNMENT   781738","USNMENT00781738","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Appias nero","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 16:47:00","http://n2t.net/ark:/65665/3f869c0c7-0f38-47d0-80ba-6aec8f3480e4"
